"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.8,NA
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.85,NA
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.9,NA
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.95,NA
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.975,NA
2020-06-01,"5 days ahead inc death",2020-06-06,"GM","Germany","quantile",0.99,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","point",NA,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.01,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.025,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.05,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.1,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.15,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.2,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.25,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.3,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.35,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.4,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.45,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.5,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.55,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.6,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.65,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.7,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.75,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.8,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.85,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.9,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.95,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.975,NA
2020-06-01,"6 days ahead inc death",2020-06-07,"GM","Germany","quantile",0.99,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","point",NA,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.01,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.025,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.05,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.1,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.15,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.2,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.25,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.3,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.35,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.4,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.45,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.5,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.55,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.6,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.65,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.7,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.75,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.8,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.85,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.9,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.95,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.975,NA
2020-06-01,"7 days ahead inc death",2020-06-08,"GM","Germany","quantile",0.99,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","point",NA,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.01,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.025,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.05,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.1,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.15,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.2,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.25,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.3,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.35,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.4,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.45,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.5,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.55,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.6,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.65,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.7,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.75,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.8,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.85,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.9,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.95,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.975,NA
2020-06-01,"8 days ahead inc death",2020-06-09,"GM","Germany","quantile",0.99,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","point",NA,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.01,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.025,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.05,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.1,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.15,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.2,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.25,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.3,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.35,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.4,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.45,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.5,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.55,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.6,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.65,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.7,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.75,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.8,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.85,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.9,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.95,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.975,NA
2020-06-01,"9 days ahead inc death",2020-06-10,"GM","Germany","quantile",0.99,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","point",NA,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.01,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.025,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.05,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.1,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.15,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.2,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.25,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.3,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.35,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.4,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.45,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.5,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.55,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.6,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.65,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.7,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.75,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.8,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.85,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.9,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.95,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.975,NA
2020-06-01,"10 days ahead inc death",2020-06-11,"GM","Germany","quantile",0.99,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","point",NA,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.01,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.025,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.05,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.1,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.15,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.2,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.25,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.3,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.35,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.4,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.45,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.5,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.55,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.6,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.65,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.7,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.75,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.8,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.85,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.9,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.95,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.975,NA
2020-06-01,"11 days ahead inc death",2020-06-12,"GM","Germany","quantile",0.99,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","point",NA,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.01,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.025,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.05,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.1,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.15,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.2,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.25,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.3,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.35,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.4,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.45,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.5,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.55,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.6,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.65,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.7,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.75,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.8,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.85,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.9,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.95,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.975,NA
2020-06-01,"12 days ahead inc death",2020-06-13,"GM","Germany","quantile",0.99,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","point",NA,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.01,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.025,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.05,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.1,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.15,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.2,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.25,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.3,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.35,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.4,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.45,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.5,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.55,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.6,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.65,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.7,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.75,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.8,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.85,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.9,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.95,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.975,NA
2020-06-01,"13 days ahead inc death",2020-06-14,"GM","Germany","quantile",0.99,NA
2020-06-01,"14 days ahead inc death",2020-06-15,"GM","Germany","point",NA,NA
2020-06-01,"14 days ahead inc death",2020-06-15,"GM","Germany","quantile",0.01,NA
2020-06-01,"14 days ahead inc death",2020-06-15,"GM","Germany","quantile",0.025,NA
